run,t,x_meas,y_meas
66,16,15.5766,16.3001
66,17,18.0533,17.0919
66,18,18.3541,17.2388
66,19,18.7651,19.378
67,0,0.298649,0.19816
67,1,2.12877,0.584762
67,2,3.11316,1.55743
67,3,3.13224,3.00124
67,4,4.28145,3.72992
67,5,5.23693,4.72747
67,6,6.43578,5.3026
67,7,7.17447,6.93234
67,8,8.02168,8.21939
67,9,9.37197,8.93481
67,10,10.3799,9.96433
67,11,10.2306,10.8485
67,12,11.5087,13.0251
67,13,12.7502,12.1281
67,14,13.8114,13.6364
67,15,14.4346,15.2424
67,16,15.6082,16.5331
67,17,16.5023,15.6579
67,18,17.6809,18.1343
67,19,18.693,19.2041
68,0,0.324905,0.244569
68,1,0.476689,0.347205
68,2,2.56027,2.4238
68,3,2.44272,2.47136
68,4,4.01871,4.21636
68,5,5.16841,5.17007
68,6,5.72782,5.77972
68,7,6.70135,7.53656
68,8,7.74402,8.35144
68,9,8.98124,8.75189
68,10,10.1836,9.52865
68,11,10.2643,10.4885
68,12,11.6392,12.7503
68,13,13.315,12.1984
68,14,14.4963,13.6838
68,15,15.9595,15.1638
68,16,16.2671,15.4267
68,17,17.6871,16.4697
68,18,17.2222,18.2635
68,19,17.5561,18.6274
69,0,-1.05853,-0.0853106
69,1,1.1975,0.757388
69,2,1.75278,2.3826
69,3,4.06544,3.2503
69,4,4.77612,2.86427
69,5,5.54487,4.85871
69,6,5.7692,6.4568
69,7,6.39269,7.29259
69,8,8.54523,7.59217
69,9,8.93807,8.71576
69,10,9.83464,9.88154
69,11,11.2041,11.0322
69,12,12.3546,12.9156
69,13,13.2264,12.8583
69,14,13.5262,14.6472
69,15,15.4455,16.2779
69,16,16.0015,16.2903
69,17,16.7266,16.2793
69,18,19.1665,17.8336
69,19,18.2216,18.6242
70,0,0.494136,-0.236115
70,1,0.744471,2.07298
70,2,1.04581,2.05726
70,3,2.89942,2.14371
70,4,3.84715,4.54649
70,5,5.99872,4.73742
70,6,5.32017,5.48947
70,7,6.03382,6.51685
70,8,7.66694,8.73161
70,9,8.76891,9.9925
70,10,9.05173,10.6124
70,11,11.121,11.2025
70,12,13.0535,11.9741
70,13,13.6085,12.8565
70,14,12.9301,14.2042
70,15,15.3853,15.6466
70,16,15.4875,15.7549
70,17,17.1459,16.0499
70,18,17.4674,17.6062
70,19,17.5342,18.3506
71,0,-0.303944,0.020199
71,1,0.797995,2.14418
71,2,2.60935,2.09683
71,3,3.17018,3.96846
71,4,3.89134,3.82082
71,5,5.69716,5.38931
71,6,5.00899,6.57615
71,7,7.23342,7.15357
71,8,8.18563,8.21682
71,9,8.22775,8.1584
71,10,9.59038,10.3607
71,11,11.6961,12.2289
71,12,11.6364,10.8405
71,13,12.6954,12.1312
71,14,14.9095,12.9847
71,15,15.2664,15.3357
71,16,16.2666,14.8257
71,17,18.2354,17.317
71,18,17.4481,17.5332
71,19,18.9399,19.1536
72,0,0.300477,-0.609522
72,1,1.43634,0.3563
72,2,2.25224,2.45047
72,3,3.0492,3.46604
72,4,4.21478,3.06303
72,5,5.09601,4.74229
72,6,5.58562,5.71199
72,7,6.9468,6.75356
72,8,9.05386,7.81199
72,9,8.69154,8.53488
72,10,10.1393,9.25463
72,11,12.0236,10.09
72,12,11.0705,12.5345
72,13,13.4445,13.1594
72,14,14.1945,14.6201
72,15,15.0687,15.5839
72,16,15.4039,15.5818
72,17,16.5725,16.2675
72,18,18.0265,17.5186
72,19,18.1896,18.4702
73,0,0.474645,-0.343749
73,1,0.787428,0.577807
73,2,1.83679,2.10497
73,3,2.87294,3.46206
73,4,4.19307,4.57888
73,5,4.35759,4.92154
73,6,5.59723,6.4105
73,7,6.01606,6.67021
73,8,7.09328,7.52751
73,9,8.61433,9.7378
73,10,9.70344,8.77967
73,11,10.66,10.402
73,12,11.5776,11.3633
73,13,13.5439,13.1051
73,14,13.3149,13.4906
73,15,15.3641,14.4443
73,16,16.1682,15.5284
73,17,16.268,16.3984
73,18,18.821,17.6386
73,19,19.7561,19.6223
74,0,0.623082,-0.306789
74,1,0.785526,0.885409
74,2,1.78673,1.49693
74,3,4.1004,2.94054
74,4,2.63524,3.94546
74,5,5.58073,4.24152
74,6,6.4508,6.39743
74,7,7.74361,7.27018
74,8,7.07995,7.71178
74,9,8.20873,8.19204
74,10,9.79083,10.7406
74,11,11.0153,10.5458
74,12,11.8654,11.8525
74,13,13.2367,13.2874
74,14,14.0698,14.112
74,15,15.9033,16.1699
74,16,15.1322,15.6784
74,17,16.7597,18.0961
74,18,18.1697,17.6686
74,19,18.5608,18.9348
75,0,-0.014072,0.533687
75,1,1.14408,0.488669
75,2,2.40304,1.80309
75,3,3.15799,2.7927
75,4,4.18507,3.42982
75,5,4.79259,5.26811
75,6,6.00041,6.23221
75,7,7.05536,7.45882
75,8,7.65945,8.05066
75,9,9.08301,9.40471
75,10,9.02179,9.93386
75,11,11.2527,11.2454
75,12,11.4588,12.4312
75,13,13.2084,12.8218
75,14,13.4508,13.8846
75,15,14.1651,15.0378
75,16,17.0702,17.0941
75,17,17.0408,16.7923
75,18,17.9875,17.773
75,19,18.6265,19.07
76,0,-0.372311,-0.117015
76,1,0.825653,0.479037
76,2,0.803261,2.20808
76,3,3.89236,2.91274
76,4,4.24557,3.63811
76,5,4.87548,5.39879
76,6,6.27309,6.49728
76,7,6.87123,8.14775
76,8,8.22966,7.37067
76,9,8.28328,8.02418
76,10,9.5359,10.1977
76,11,10.8379,11.4268
76,12,11.7594,11.7663
76,13,13.2817,12.9535
76,14,13.7074,13.6259
76,15,15.7154,15.1852
76,16,15.8903,16.1323
76,17,15.9201,16.6786
76,18,18.0212,18.2015
76,19,18.9188,17.9005
77,0,0.677802,-0.787699
77,1,0.814643,1.05424
77,2,2.59399,1.58818
77,3,2.63169,3.33048
77,4,4.12217,4.16221
77,5,4.57108,4.42324
77,6,6.41655,5.41241
77,7,7.69117,7.71004
77,8,7.42566,8.18905
77,9,9.71964,9.40459
77,10,9.0766,10.3923
77,11,10.9435,10.3293
77,12,12.1511,12.225
77,13,12.5159,13.4611
77,14,14.3455,14.2587
77,15,15.0651,14.7016
77,16,16.2305,14.9936
77,17,17.1776,17.0181
77,18,17.2165,17.7351
77,19,18.7795,19.0896
78,0,0.0226452,0.0846856
78,1,1.75226,1.07471
78,2,2.21007,1.12743
78,3,2.45679,2.9725
78,4,3.87139,4.07627
78,5,5.26777,5.58744
78,6,5.22165,6.13039
78,7,6.60157,6.79759
78,8,7.77664,8.80908
78,9,9.27074,9.10078
78,10,10.6286,10.7773
78,11,11.7819,10.9115
78,12,11.9979,13.5875
78,13,12.8622,13.5966
78,14,15.3322,13.3851
78,15,15.7789,15.1121
78,16,16.4523,17.4349
78,17,15.9003,16.3279
78,18,17.7983,17.6385
78,19,18.7432,18.3776
79,0,0.0540266,0.40966
79,1,0.505213,0.949584
79,2,2.2232,2.15619
79,3,3.42689,3.20706
79,4,3.90392,3.82798
79,5,5.32535,5.38631
79,6,5.08019,6.37886
79,7,7.27041,7.23436
79,8,7.49764,8.20937
79,9,9.25504,8.17485
79,10,10.3334,10.1035
79,11,11.2333,11.5517
79,12,12.452,12.2625
79,13,13.5479,13.2432
79,14,13.2702,14.8898
79,15,13.6253,15.2881
79,16,15.6882,15.99
79,17,17.6281,17.5058
79,18,17.5628,17.8028
79,19,19.2517,19.6689
80,0,-0.237677,0.0471492
80,1,1.01461,1.51769
80,2,1.84345,1.86104
80,3,3.66904,3.55427
80,4,3.91494,2.90561
80,5,4.87944,5.66559
80,6,6.17464,5.80327
80,7,7.32787,7.46154
80,8,8.00137,8.07186
80,9,8.81534,8.8922
80,10,9.49215,9.53742
80,11,11.3059,11.2903
80,12,12.0123,12.5478
80,13,13.4022,12.7592
80,14,13.9301,13.8172
80,15,15.613,15.3105
80,16,16.318,16.5224
80,17,17.0543,17.774
80,18,17.6837,17.8107
80,19,19.1763,19.339
81,0,-0.0377447,0.00431739
81,1,0.584434,1.60969
81,2,2.92572,1.63375
81,3,3.31619,2.52663
81,4,4.27829,3.45771
81,5,4.94143,4.82637
81,6,5.36196,5.31938
81,7,7.9655,6.43842
81,8,8.73645,8.18333
81,9,8.16854,9.43106
81,10,10.3439,9.93686
81,11,12.547,9.80626
81,12,11.0621,11.7899
81,13,13.0029,12.7404
81,14,14.3258,12.5191
81,15,13.7487,14.8079
81,16,15.6298,15.1385
81,17,16.9411,17.9016
81,18,18.3846,16.9716
81,19,18.5468,18.8476
82,0,0.0649862,0.718198
82,1,0.871409,1.7943
82,2,2.079,1.36987
82,3,2.41905,2.52948
82,4,3.98211,4.40642
82,5,4.97181,4.67594
82,6,5.89988,5.84462
82,7,7.17676,6.665
82,8,8.19803,8.12729
82,9,9.19687,9.21424
82,10,9.62594,10.2227
82,11,10.7705,11.4561
82,12,11.1094,12.0663
82,13,12.9399,12.8964
82,14,14.0215,13.6927
82,15,15.0011,15.171
82,16,14.4519,15.9169
82,17,16.9993,16.8009
82,18,19.2666,18.1408
82,19,18.8854,19.013
83,0,-0.245534,0.0846337
83,1,0.15804,1.78479
83,2,1.52999,2.15106
83,3,2.97109,3.37562
83,4,4.29734,3.39236
83,5,5.28312,5.21224
83,6,6.44689,6.0939
83,7,7.31611,6.41562
83,8,8.68979,8.07023
83,9,8.52905,8.93452
83,10,11.1683,10.6588
83,11,10.5639,11.8995
83,12,12.8492,12.79
83,13,13.1797,13.4191
83,14,13.3858,13.6921
83,15,14.4197,14.7145
83,16,15.4818,14.6676
83,17,16.5555,15.9031
83,18,17.8289,18.0305
83,19,19.4661,18.6461
84,0,0.172022,0.086262
84,1,0.475824,0.586362
84,2,1.81007,1.31006
84,3,2.87213,2.65164
84,4,4.01012,3.84866
84,5,4.92142,4.92526
84,6,6.28552,6.32928
84,7,6.41611,6.59252
84,8,8.70981,8.19127
84,9,8.85865,9.00697
84,10,11.5254,10.7298
84,11,11.8984,10.4708
84,12,11.9422,11.6516
84,13,12.8343,13.0302
84,14,13.6692,13.8702
84,15,14.2416,14.0772
84,16,16.7072,15.977
84,17,17.3185,16.3101
84,18,17.86,18.7456
84,19,20.0943,18.5186
85,0,-0.372738,0.514036
85,1,0.986202,0.717001
85,2,1.37075,1.79663
85,3,2.31738,2.48679
85,4,4.24874,5.16511
85,5,5.35133,5.58604
85,6,6.10496,5.20462
85,7,7.37039,7.80168
85,8,8.21697,8.21509
85,9,8.33852,9.53349
85,10,10.5039,9.72461
85,11,11.166,10.3232
85,12,11.5547,11.7935
85,13,11.7437,12.2562
85,14,14.5603,14.0132
85,15,16.2568,14.7385
85,16,16.3623,16.8215
85,17,16.5618,17.0626
85,18,17.525,18.0773
85,19,18.6174,20.2333
86,0,-0.351325,-0.211559
86,1,1.25524,0.335082
86,2,2.80868,1.9307
86,3,2.56336,4.70931
86,4,3.50967,4.31746
86,5,5.21981,5.25108
86,6,6.10358,6.27937
86,7,7.09889,6.77184
86,8,7.87572,8.63834
86,9,9.5593,9.67657
86,10,10.5305,9.5354
86,11,11.1936,10.3966
86,12,12.2076,12.2965
86,13,12.2992,13.6139
86,14,14.1204,13.7189
86,15,16.0662,15.0111
86,16,15.5749,16.2481
86,17,17.5976,17.2699
86,18,18.1315,17.7346
86,19,19.194,19.7165
87,0,-0.264092,0.55278
87,1,0.851973,0.372472
87,2,2.51866,1.9136
87,3,3.19004,3.60673
87,4,4.47945,3.60482
87,5,5.25882,3.48194
87,6,6.21626,5.45155
87,7,7.26858,7.00976
87,8,7.58526,8.73413
87,9,9.57546,8.70592
87,10,10.1772,10.1321
87,11,10.6661,10.9778
87,12,11.847,11.6738
87,13,12.875,13.1982
87,14,14.6748,13.0935
87,15,15.1598,15.3686
87,16,14.3439,15.4405
87,17,17.7297,17.4255
87,18,18.412,18.8454
87,19,18.7746,19.1498
88,0,0.0521316,0.236111
88,1,0.603588,1.18836
88,2,2.24998,1.85149
88,3,3.34532,3.32365
88,4,4.03302,3.339
88,5,4.60985,5.1237
88,6,5.91405,6.81796
88,7,6.91849,6.2788
88,8,8.01378,7.85077
88,9,9.2919,9.25978
88,10,9.81212,9.9772
88,11,11.7419,11.918
88,12,13.3861,11.9011
88,13,12.6494,12.8734
88,14,14.0414,14.5306
88,15,15.7758,14.5081
88,16,15.5673,16.2813
88,17,17.7449,17.2996
88,18,16.7947,18.1017
88,19,18.8383,19.7834
89,0,-0.357905,-0.0708989
89,1,1.08049,0.75525
89,2,1.67406,1.4286
89,3,3.29884,4.13683
89,4,3.21389,4.13182
89,5,4.47036,5.3343
89,6,6.62472,4.84923
89,7,7.14271,8.07489
89,8,6.99934,8.8717
89,9,9.15427,8.95669
89,10,9.86064,10.4189
89,11,11.2869,10.5583
89,12,13.1175,12.4466
89,13,12.9502,12.6316
89,14,14.5532,14.4837
89,15,15.0332,14.9821
89,16,17.1417,16.1356
89,17,17.7156,17.123
89,18,18.2752,17.7557
89,19,18.2959,18.6534
90,0,-0.5471,0.664622
90,1,1.15588,0.562345
90,2,1.89237,0.879833
90,3,1.72952,2.945
90,4,4.47512,3.81417
90,5,4.56667,5.70634
90,6,5.68948,6.07609
90,7,7.87064,7.27502
90,8,7.98426,8.43895
90,9,8.31947,7.93255
90,10,10.0801,9.82737
90,11,11.4772,10.9232
90,12,11.7506,11.7176
90,13,12.6748,13.472
90,14,14.1197,13.2615
90,15,14.5396,15.4498
90,16,15.2391,16.4366
90,17,15.8129,16.9771
90,18,17.0879,18.6461
90,19,19.3722,19.8066
91,0,0.312557,-1.14625
91,1,1.32343,0.508317
91,2,1.20972,2.56954
91,3,2.36268,2.93871
91,4,3.41283,3.17027
91,5,5.0482,4.59671
91,6,5.36159,6.63601
91,7,6.28507,6.90532
91,8,6.58955,7.71367
91,9,8.79387,9.43279
91,10,9.65505,10.0223
91,11,10.5562,10.798
91,12,11.7773,13.1505
91,13,12.9422,13.7324
91,14,13.2996,13.9881
91,15,14.9832,14.9961
91,16,15.934,15.8834
91,17,17.3969,16.2553
91,18,19.5843,17.2548
91,19,19.2961,18.9256
92,0,-0.662428,-0.480327
92,1,1.16028,-0.051201
92,2,2.77757,1.77842
92,3,2.67211,2.48317
92,4,4.37968,3.94096
92,5,5.0266,4.95377
92,6,5.98091,6.02288
92,7,7.27073,7.27583
92,8,7.48499,8.12287
92,9,9.9933,8.51495
92,10,10.632,10.3798
92,11,11.148,11.316
92,12,11.8213,11.6429
92,13,12.7239,13.371
92,14,13.4558,14.3408
92,15,14.2802,14.0688
92,16,15.9067,15.7386
92,17,16.718,16.8197
92,18,18.6836,17.3893
92,19,18.7317,18.6229
93,0,-0.227565,0.072481
93,1,1.18211,0.127963
93,2,2.69042,2.29772
93,3,3.06644,3.04473
93,4,3.21703,4.01767
93,5,5.48645,5.49079
93,6,5.49256,5.05971
93,7,7.08506,7.29414
93,8,8.88194,7.45109
93,9,9.25255,9.5695
93,10,9.97485,9.51377
93,11,10.9931,10.7418
93,12,11.3962,13.1728
93,13,12.8862,12.2597
93,14,14.0649,14.2896
93,15,14.946,14.2808
93,16,15.8443,15.2069
93,17,17.0321,15.4247
93,18,18.5752,17.7943
93,19,19.5676,17.6727
94,0,0.6446,-0.306157
94,1,2.05372,1.0517
94,2,2.15607,1.62907
94,3,2.89611,3.45867
94,4,3.82202,3.00069
94,5,4.95093,4.81458
94,6,6.86841,6.53188
94,7,6.24549,7.07136
94,8,7.87384,8.20448
94,9,9.69752,8.80302
94,10,10.8063,10.7855
94,11,11.4547,10.4947
94,12,11.2588,11.9568
94,13,13.569,13.066
94,14,13.9368,14.6236
94,15,14.8522,15.6305
94,16,15.9526,16.2467
94,17,16.2518,16.5414
94,18,18.0122,18.081
94,19,19.9049,18.8646
95,0,-0.774181,-0.240405
95,1,0.93984,1.21292
95,2,1.49411,1.45889
95,3,3.64631,3.32957
95,4,4.05312,4.29827
95,5,5.17981,4.78422
95,6,6.18459,5.87184
95,7,7.49499,6.46655
95,8,8.0252,7.82057
95,9,9.12908,8.9762
95,10,9.85036,10.6758
95,11,12.1115,11.0106
95,12,12.3588,11.5607
95,13,12.9902,13.1511
95,14,14.394,13.8086
95,15,15.1537,15.5857
95,16,16.3882,15.1453
95,17,17.1235,17.6099
95,18,17.9987,17.7969
95,19,18.6765,18.3845
96,0,-0.110999,-0.196758
96,1,0.479117,0.785609
96,2,1.6301,1.77185
96,3,3.0635,2.85417
96,4,4.5945,4.59855
96,5,5.49043,4.5427
96,6,5.12241,6.10374
96,7,6.75375,8.17731
96,8,8.19013,8.73272
96,9,9.1482,9.46331
96,10,10.4663,9.65583
96,11,11.1549,10.9714
96,12,12.4342,12.4102
96,13,13.3115,13.8366
96,14,13.8683,14.0632
96,15,15.081,15.2062
96,16,16.489,15.568
96,17,17.6002,16.6955
96,18,18.8176,18.453
96,19,19.0725,19.5657
97,0,-0.113284,0.565394
97,1,0.985138,0.554344
97,2,1.20333,1.09119
97,3,2.94835,2.54243
97,4,4.45326,3.42714
97,5,5.30889,4.55154
97,6,6.04216,6.15809
97,7,7.40502,7.1512
97,8,8.1925,8.37113
97,9,9.47138,9.69064
97,10,10.9538,9.7875
97,11,12.2489,11.0526
97,12,12.3654,12.8815
97,13,13.4396,13.3689
97,14,13.8961,14.3147
97,15,14.9808,14.1418
97,16,14.8486,15.97
97,17,16.3837,16.9529
97,18,17.8497,18.477
97,19,18.9495,18.766
98,0,-0.162331,-0.20205
98,1,1.81752,-0.0752185
98,2,1.64709,1.75843
98,3,3.34669,3.13574
98,4,4.01611,4.00256
98,5,5.12972,4.73552
98,6,5.82168,6.49361
98,7,7.43181,6.20571
98,8,7.71093,8.26688
98,9,9.39498,8.89051
98,10,10.165,9.69116
98,11,10.4946,11.5636
98,12,12.4525,11.8652
98,13,12.0535,12.2417
98,14,14.1567,14.6673
98,15,14.4973,14.4904
98,16,15.4232,16.0533
98,17,17.6948,17.3329
98,18,18.2718,17.0718
98,19,18.4643,18.3714
99,0,0.117598,0.537158
99,1,0.879246,0.943371
99,2,2.17869,2.33435
99,3,3.03597,3.22601
99,4,3.51614,4.85907
99,5,4.24754,4.72451
99,6,6.1789,6.61489
99,7,8.1858,7.75929
99,8,8.14209,8.10451
99,9,7.93867,8.30271
99,10,9.38374,11.0559
99,11,10.2727,10.9596
99,12,11.7972,10.99
99,13,13.0229,13.5182
99,14,14.1107,13.8681
99,15,16.2611,15.672
99,16,16.3353,16.7666
99,17,17.021,17.5593
99,18,18.8249,17.2983
99,19,18.4711,19.7568
